...1,text,gpt_out,out
876,"okay so it's got a parallelogram at the bottom with the triangles sticking out on the right side, a square for the head","parallelogram at the bottom with the triangles sticking out on the right side, square for the head","[-okay so it's got a-]parallelogram at the bottom with the triangles sticking out on the right side, [-a-] square for the head"
877,"so it has a hat with 2 triangles, and it's like a person leaning against a wall points to the right","hat with 2 triangles, person leaning against a wall, points to the right","[-so it has a-]hat with 2 triangles, [-and it's like a-] person leaning against a [-wall-] {+wall,+} points to the right"
878,"it's got a square for a head, and it looks like its kneeling, a triangle points to the right out of its chest","a square for a head, its kneeling, a triangle points to the right out of its che'st","[-it's got-]a square for a head, [-and it looks like-] its kneeling, a triangle points to the right out of its [-chest-] {+che'st+}"
879,It looks like a pastor,a pastor,[-It looks like-]a pastor
880,"it has a square for a head and is just a bunch of shapes mashed together, has a triangle points in both directions and a another triangle at the bottom left","a square for a head, a bunch of shapes mashed together, a triangle points in both directions, a another triangle at the bottom left","[-it has-]a square for a [-head and is just-] {+head,+} a bunch of shapes mashed together, [-has-] a triangle points in both [-directions and-] {+directions,+} a another triangle at the bottom left"
881,"so it has a square for a head, and the rest looks like you took a bite out of a rectangle, faces to the right","a square for a head, the rest looks like you took a bite out of a rectangle, faces to the right","[-so it has-]a square for a head, [-and-] the rest looks like you took a bite out of a rectangle, faces to the right"
882,It's looks like someone is balancing on one leg two triangle points facing the left,"someone is balancing on one leg, two triangle points facing the left","[-It's looks like-]someone is balancing on one [-leg-] {+leg,+} two triangle points facing the left"
883,the Y in YMCA,the Y in YMCA,the Y in YMCA
884,"it kinda looks like a dog balancing a diamond on its nose, triangle pointing to the right, lol sorry if you look at the right side of the shape it creates a < shape, and it has a right triangle pointing up on the left side","a dog balancing a diamond on its nose, triangle pointing to the right, a < shape on the right side of the shape, a right triangle pointing up on the left side","[-it kinda looks like-]a dog balancing a diamond on its nose, triangle pointing to the right, [-lol sorry if you look at-] {+a < shape on+} the right side of the [-shape it creates a <-] shape, [-and it has-] a right triangle pointing up on the left side"
885,head is a trapezoid and has a square on its neck,"head is a trapezoid, has a square on its neck","head is a [-trapezoid and-] {+trapezoid,+} has a square on its neck"
886,"head is a square, looks like it's sitting down, facing left","head is a square,its sitting down, facing left","head is a square, looks like [-it's-] {+its+} sitting down, facing left"
887,"it's just a blob with a square on top, kinda looks like a backwards semicolon","a blob with a square on top,  a backwards semicolon","[-it's just-]a blob with a square on top, kinda looks like a backwards semicolon"
888,looks like the priest holding something facing left,the priest holding something facing left,[-looks like-]the priest holding something facing left
889,"there's a diamond on top, there is a triangle pointing to the right and below it is bent knees with a small point on the left, makes a < on the right side","a diamond on top, a triangle pointing to the right, bent knees with a small point on the left, makes a < on the right side","[-there's-]a diamond on top, [-there is-] a triangle pointing to the [-right and below it is-] {+right,+} bent knees with a small point on the left, makes a < on the right side"
890,"trapezoid head with a square sticking out of the neck, two feet facing left","trapezoid head with a square sticking out of the neck, two feet facing left","trapezoid head with a square sticking out of the neck, two feet facing left"
